Index,Year,Country,UNIT,Indicator,Value
,2012,Belgium,"Current prices, million euro",Exports of services,"84,007.40"
,2012,Belgium,"Current prices, million euro",Imports of goods and services,"316,545.50"
,2012,Belgium,"Current prices, million euro",Imports of goods,"239,849.00"
,2012,Belgium,"Current prices, million euro",Imports of services,"76,696.50"
,2012,Belgium,"Current prices, million euro",External balance of goods and services,"2,389.70"
,2012,Belgium,"Current prices, million euro",External balance - Goods,"-4,921.20"
,2012,Belgium,"Current prices, million euro",External balance - Services,"7,310.90"
,2012,Belgium,"Current prices, million euro",Compensation of employees,"198,305.50"
,2012,Belgium,"Current prices, million euro",Wages and salaries,"143,360.60"
,2012,Belgium,"Current prices, million euro",Employers' social contributions,"54,944.90"
,2012,Belgium,"Current prices, million euro","Operating surplus and mixed income, gross","151,201.40"
,2012,Belgium,"Current prices, million euro",Taxes on production and imports less subsidies,"37,993.20"
,2012,Belgium,"Current prices, million euro",Taxes on production and imports,"51,944.00"
,2012,Belgium,"Current prices, million euro",Subsidies,"13,950.80"
,2012,Belgium,"Current prices, million euro",Taxes less subsidies on products,"40,801.70"
,2012,Belgium,"Current prices, million euro",Taxes on products,"42,977.20"
,2012,Belgium,"Current prices, million euro",Subsidies on products,"2,175.50"
,2012,Belgium,"Current prices, million euro",Statistical discrepancy (production approach),0
,2012,Belgium,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2012,Belgium,"Current prices, million euro",Statistical discrepancy (income approach),0
,2012,Belgium,"Current prices, million euro",Final consumption expenditure and gross capital formation,"385,110.40"
,2012,Belgium,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","704,045.60"
,2012,Bulgaria,"Current prices, million euro",Gross domestic product at market prices,"41,947.20"
,2012,Bulgaria,"Current prices, million euro","Value added, gross","36,296.50"
,2012,Bulgaria,"Current prices, million euro",Final consumption expenditure,"34,074.00"
,2012,Bulgaria,"Current prices, million euro",Final consumption expenditure of general government,"6,632.00"
,2012,Bulgaria,"Current prices, million euro",Individual consumption expenditure of general government,"3,330.80"
,2012,Bulgaria,"Current prices, million euro",Collective consumption expenditure of general government,"3,301.20"
,2012,Bulgaria,"Current prices, million euro",Household and NPISH final consumption expenditure,"27,442.00"
,2012,Bulgaria,"Current prices, million euro",Final consumption expenditure of households,"27,276.00"
,2012,Bulgaria,"Current prices, million euro",Final consumption expenditure of NPISH,166
,2012,Bulgaria,"Current prices, million euro",Actual individual consumption,"30,772.80"
,2012,Bulgaria,"Current prices, million euro",Gross capital formation,"9,204.10"
,2012,Bulgaria,"Current prices, million euro",Gross fixed capital formation,"8,918.80"
,2012,Bulgaria,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,285.3
,2012,Bulgaria,"Current prices, million euro",Changes in inventories,284.7
,2012,Bulgaria,"Current prices, million euro",Acquisitions less disposals of valuables,0.6
,2012,Bulgaria,"Current prices, million euro",Exports of goods and services,"25,504.70"
,2012,Bulgaria,"Current prices, million euro",Exports of goods,"19,675.20"
,2012,Bulgaria,"Current prices, million euro",Exports of services,"5,829.50"
,2012,Bulgaria,"Current prices, million euro",Imports of goods and services,"26,835.50"
,2012,Bulgaria,"Current prices, million euro",Imports of goods,"23,667.30"
,2012,Bulgaria,"Current prices, million euro",Imports of services,"3,168.30"
,2012,Bulgaria,"Current prices, million euro",External balance of goods and services,"-1,330.90"
,2012,Bulgaria,"Current prices, million euro",External balance - Goods,"-3,992.00"
,2012,Bulgaria,"Current prices, million euro",External balance - Services,"2,661.20"
,2012,Bulgaria,"Current prices, million euro",Compensation of employees,"15,461.60"
,2012,Bulgaria,"Current prices, million euro",Wages and salaries,"13,257.50"
,2012,Bulgaria,"Current prices, million euro",Employers' social contributions,"2,204.10"
,2012,Bulgaria,"Current prices, million euro","Operating surplus and mixed income, gross","21,189.70"
,2012,Bulgaria,"Current prices, million euro",Taxes on production and imports less subsidies,"5,295.90"
,2012,Bulgaria,"Current prices, million euro",Taxes on production and imports,"6,273.00"
,2012,Bulgaria,"Current prices, million euro",Subsidies,977.1
,2012,Bulgaria,"Current prices, million euro",Taxes less subsidies on products,"5,650.70"
,2012,Bulgaria,"Current prices, million euro",Taxes on products,"5,955.80"
,2012,Bulgaria,"Current prices, million euro",Subsidies on products,305.1
,2012,Bulgaria,"Current prices, million euro",Statistical discrepancy (production approach),0
,2012,Bulgaria,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2012,Bulgaria,"Current prices, million euro",Statistical discrepancy (income approach),0
,2012,Bulgaria,"Current prices, million euro",Final consumption expenditure and gross capital formation,"43,278.10"
,2012,Bulgaria,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","68,782.80"
,2012,Czech Republic,"Current prices, million euro",Gross domestic product at market prices,"161,434.30"
,2012,Czech Republic,"Current prices, million euro","Value added, gross","145,075.80"
,2012,Czech Republic,"Current prices, million euro",Final consumption expenditure,"111,408.50"
,2012,Czech Republic,"Current prices, million euro",Final consumption expenditure of general government,"31,972.60"
,2012,Czech Republic,"Current prices, million euro",Individual consumption expenditure of general government,"17,065.40"
,2012,Czech Republic,"Current prices, million euro",Collective consumption expenditure of general government,"14,907.20"
,2012,Czech Republic,"Current prices, million euro",Household and NPISH final consumption expenditure,"79,436.00"
,2012,Czech Republic,"Current prices, million euro",Final consumption expenditure of households,"78,348.60"
,2012,Czech Republic,"Current prices, million euro",Final consumption expenditure of NPISH,"1,087.40"
,2012,Czech Republic,"Current prices, million euro",Actual individual consumption,"96,501.40"
,2012,Czech Republic,"Current prices, million euro",Gross capital formation,"42,272.60"
,2012,Czech Republic,"Current prices, million euro",Gross fixed capital formation,"41,828.40"
,2012,Czech Republic,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,444.2
,2012,Czech Republic,"Current prices, million euro",Changes in inventories,205.2
,2012,Czech Republic,"Current prices, million euro",Acquisitions less disposals of valuables,239
,2012,Czech Republic,"Current prices, million euro",Exports of goods and services,"122,964.70"
,2012,Czech Republic,"Current prices, million euro",Exports of goods,"104,342.80"
,2012,Czech Republic,"Current prices, million euro",Exports of services,"18,621.90"
,2012,Czech Republic,"Current prices, million euro",Imports of goods and services,"115,211.50"
,2012,Czech Republic,"Current prices, million euro",Imports of goods,"99,420.20"
,2012,Czech Republic,"Current prices, million euro",Imports of services,"15,791.30"
,2012,Czech Republic,"Current prices, million euro",External balance of goods and services,"7,753.20"
,2012,Czech Republic,"Current prices, million euro",External balance - Goods,"4,922.60"
,2012,Czech Republic,"Current prices, million euro",External balance - Services,"2,830.60"
,2012,Czech Republic,"Current prices, million euro",Compensation of employees,"66,193.50"
,2012,Czech Republic,"Current prices, million euro",Wages and salaries,"50,448.40"
,2012,Czech Republic,"Current prices, million euro",Employers' social contributions,"15,745.20"
,2012,Czech Republic,"Current prices, million euro","Operating surplus and mixed income, gross","79,916.70"
,2012,Czech Republic,"Current prices, million euro",Taxes on production and imports less subsidies,"15,324.10"
,2012,Czech Republic,"Current prices, million euro",Taxes on production and imports,"20,207.40"
,2012,Czech Republic,"Current prices, million euro",Subsidies,"4,883.30"
,2012,Czech Republic,"Current prices, million euro",Taxes less subsidies on products,"16,358.50"
,2012,Czech Republic,"Current prices, million euro",Taxes on products,"19,292.30"
,2012,Czech Republic,"Current prices, million euro",Subsidies on products,"2,933.80"
,2012,Czech Republic,"Current prices, million euro",Statistical discrepancy (production approach),0
,2012,Czech Republic,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2012,Czech Republic,"Current prices, million euro",Statistical discrepancy (income approach),:
,2012,Czech Republic,"Current prices, million euro",Final consumption expenditure and gross capital formation,"153,681.10"
,2012,Czech Republic,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","276,645.80"
,2012,Denmark,"Current prices, million euro",Gross domestic product at market prices,"254,578.00"
,2012,Denmark,"Current prices, million euro","Value added, gross","219,794.70"
,2012,Denmark,"Current prices, million euro",Final consumption expenditure,"189,695.20"
,2012,Denmark,"Current prices, million euro",Final consumption expenditure of general government,"67,390.50"
,2012,Denmark,"Current prices, million euro",Individual consumption expenditure of general government,"47,063.60"
,2012,Denmark,"Current prices, million euro",Collective consumption expenditure of general government,"20,327.00"
,2012,Denmark,"Current prices, million euro",Household and NPISH final consumption expenditure,"122,304.60"
,2012,Denmark,"Current prices, million euro",Final consumption expenditure of households,"118,176.30"
,2012,Denmark,"Current prices, million euro",Final consumption expenditure of NPISH,"4,128.50"
,2012,Denmark,"Current prices, million euro",Actual individual consumption,"169,368.20"
,2012,Denmark,"Current prices, million euro",Gross capital formation,"49,557.20"
,2012,Denmark,"Current prices, million euro",Gross fixed capital formation,"47,803.90"
,2012,Denmark,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"1,753.30"
,2012,Denmark,"Current prices, million euro",Changes in inventories,"1,284.40"
,2012,Denmark,"Current prices, million euro",Acquisitions less disposals of valuables,468.9
,2012,Denmark,"Current prices, million euro",Exports of goods and services,"139,077.20"
,2012,Denmark,"Current prices, million euro",Exports of goods,"86,583.00"
,2012,Denmark,"Current prices, million euro",Exports of services,"52,494.30"
,2012,Denmark,"Current prices, million euro",Imports of goods and services,"123,751.60"
,2012,Denmark,"Current prices, million euro",Imports of goods,"75,571.60"
,2012,Denmark,"Current prices, million euro",Imports of services,"48,180.10"
,2012,Denmark,"Current prices, million euro",External balance of goods and services,"15,325.60"
,2012,Denmark,"Current prices, million euro",External balance - Goods,"11,011.50"
,2012,Denmark,"Current prices, million euro",External balance - Services,"4,314.30"
,2012,Denmark,"Current prices, million euro",Compensation of employees,"131,321.30"
,2012,Denmark,"Current prices, million euro",Wages and salaries,"121,068.60"
,2012,Denmark,"Current prices, million euro",Employers' social contributions,"10,252.60"
,2012,Denmark,"Current prices, million euro","Operating surplus and mixed income, gross","87,770.20"
,2012,Denmark,"Current prices, million euro",Taxes on production and imports less subsidies,"35,486.70"
,2012,Denmark,"Current prices, million euro",Taxes on production and imports,"41,974.40"
,2012,Denmark,"Current prices, million euro",Subsidies,"6,487.80"
,2012,Denmark,"Current prices, million euro",Taxes less subsidies on products,"34,783.20"
,2012,Denmark,"Current prices, million euro",Taxes on products,"36,664.40"
,2012,Denmark,"Current prices, million euro",Subsidies on products,"1,881.20"
,2012,Denmark,"Current prices, million euro",Statistical discrepancy (production approach),0
,2012,Denmark,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2012,Denmark,"Current prices, million euro",Statistical discrepancy (income approach),0
,2012,Denmark,"Current prices, million euro",Final consumption expenditure and gross capital formation,"239,252.40"
,2012,Denmark,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","378,329.60"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Gross domestic product at market prices,"2,758,260.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro","Value added, gross","2,478,596.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Final consumption expenditure,"2,057,742.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Final consumption expenditure of general government,"519,713.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Individual consumption expenditure of general government,"330,134.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Collective consumption expenditure of general government,"189,579.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Household and NPISH final consumption expenditure,"1,538,029.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Final consumption expenditure of households,"1,494,689.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Final consumption expenditure of NPISH,"43,340.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Actual individual consumption,"1,868,163.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Gross capital formation,"532,531.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Gross fixed capital formation,"554,746.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"-22,215.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Changes in inventories,"-25,007.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Acquisitions less disposals of valuables,"2,792.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Exports of goods and services,"1,268,318.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Exports of goods,"1,071,424.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Exports of services,"196,894.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Imports of goods and services,"1,100,331.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Imports of goods,"871,038.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Imports of services,"229,293.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",External balance of goods and services,"167,987.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",External balance - Goods,"200,386.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",External balance - Services,"-32,399.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Compensation of employees,"1,388,832.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Wages and salaries,"1,130,504.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Employers' social contributions,"258,328.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro","Operating surplus and mixed income, gross","1,094,336.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Taxes on production and imports less subsidies,"275,092.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Taxes on production and imports,"305,208.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Subsidies,"30,116.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Taxes less subsidies on products,"279,664.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Taxes on products,"286,129.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Subsidies on products,"6,465.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Statistical discrepancy (production approach),0
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Statistical discrepancy (income approach),0
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Final consumption expenditure and gross capital formation,"2,590,273.00"
,2012,Germany (until 1990 former territory of the FRG),"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","3,858,591.00"
,2012,Estonia,"Current prices, million euro",Gross domestic product at market prices,"17,934.90"
,2012,Estonia,"Current prices, million euro","Value added, gross","15,676.00"
,2012,Estonia,"Current prices, million euro",Final consumption expenditure,"12,439.50"
,2012,Estonia,"Current prices, million euro",Final consumption expenditure of general government,"3,299.60"
,2012,Estonia,"Current prices, million euro",Individual consumption expenditure of general government,"1,844.20"
,2012,Estonia,"Current prices, million euro",Collective consumption expenditure of general government,"1,455.40"
,2012,Estonia,"Current prices, million euro",Household and NPISH final consumption expenditure,"9,139.80"
,2012,Estonia,"Current prices, million euro",Final consumption expenditure of households,"8,884.90"
,2012,Estonia,"Current prices, million euro",Final consumption expenditure of NPISH,254.9
,2012,Estonia,"Current prices, million euro",Actual individual consumption,"10,984.10"
,2012,Estonia,"Current prices, million euro",Gross capital formation,"5,217.30"
,2012,Estonia,"Current prices, million euro",Gross fixed capital formation,"5,127.50"
,2012,Estonia,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,89.9
,2012,Estonia,"Current prices, million euro",Changes in inventories,85
,2012,Estonia,"Current prices, million euro",Acquisitions less disposals of valuables,4.8
,2012,Estonia,"Current prices, million euro",Exports of goods and services,"15,422.10"
,2012,Estonia,"Current prices, million euro",Exports of goods,"10,749.50"
,2012,Estonia,"Current prices, million euro",Exports of services,"4,672.70"
,2012,Estonia,"Current prices, million euro",Imports of goods and services,"15,144.00"
,2012,Estonia,"Current prices, million euro",Imports of goods,"12,029.50"
,2012,Estonia,"Current prices, million euro",Imports of services,"3,114.50"
,2012,Estonia,"Current prices, million euro",External balance of goods and services,278.1
,2012,Estonia,"Current prices, million euro",External balance - Goods,"-1,280.10"
,2012,Estonia,"Current prices, million euro",External balance - Services,"1,558.20"
,2012,Estonia,"Current prices, million euro",Compensation of employees,"8,143.60"
,2012,Estonia,"Current prices, million euro",Wages and salaries,"6,087.30"
,2012,Estonia,"Current prices, million euro",Employers' social contributions,"2,056.40"
,2012,Estonia,"Current prices, million euro","Operating surplus and mixed income, gross","7,640.80"
,2012,Estonia,"Current prices, million euro",Taxes on production and imports less subsidies,"2,150.50"
,2012,Estonia,"Current prices, million euro",Taxes on production and imports,"2,495.60"
,2012,Estonia,"Current prices, million euro",Subsidies,345.1
,2012,Estonia,"Current prices, million euro",Taxes less subsidies on products,"2,258.90"
,2012,Estonia,"Current prices, million euro",Taxes on products,"2,366.10"
,2012,Estonia,"Current prices, million euro",Subsidies on products,107.3
,2012,Estonia,"Current prices, million euro",Statistical discrepancy (production approach),0
,2012,Estonia,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2012,Estonia,"Current prices, million euro",Statistical discrepancy (income approach),0
,2012,Estonia,"Current prices, million euro",Final consumption expenditure and gross capital formation,"17,656.80"
,2012,Estonia,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","33,078.90"
,2012,Ireland,"Current prices, million euro",Gross domestic product at market prices,"175,561.10"
,2012,Ireland,"Current prices, million euro","Value added, gross","159,685.10"
,2012,Ireland,"Current prices, million euro",Final consumption expenditure,"110,542.10"
,2012,Ireland,"Current prices, million euro",Final consumption expenditure of general government,"30,963.90"
,2012,Ireland,"Current prices, million euro",Individual consumption expenditure of general government,"20,487.20"
,2012,Ireland,"Current prices, million euro",Collective consumption expenditure of general government,"10,476.60"
,2012,Ireland,"Current prices, million euro",Household and NPISH final consumption expenditure,"79,578.20"
,2012,Ireland,"Current prices, million euro",Final consumption expenditure of households,"77,748.40"
,2012,Ireland,"Current prices, million euro",Final consumption expenditure of NPISH,"1,829.80"
,2012,Ireland,"Current prices, million euro",Actual individual consumption,"100,065.40"
,2012,Ireland,"Current prices, million euro",Gross capital formation,"35,496.40"
,2012,Ireland,"Current prices, million euro",Gross fixed capital formation,"34,541.90"
,2012,Ireland,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,954.5
,2012,Ireland,"Current prices, million euro",Changes in inventories,961.3
,2012,Ireland,"Current prices, million euro",Acquisitions less disposals of valuables,-6.8
,2012,Ireland,"Current prices, million euro",Exports of goods and services,"187,657.60"
,2012,Ireland,"Current prices, million euro",Exports of goods,"101,868.50"
,2012,Ireland,"Current prices, million euro",Exports of services,"85,789.10"
,2012,Ireland,"Current prices, million euro",Imports of goods and services,"157,511.60"
,2012,Ireland,"Current prices, million euro",Imports of goods,"64,973.10"
,2012,Ireland,"Current prices, million euro",Imports of services,"92,538.50"
,2012,Ireland,"Current prices, million euro",External balance of goods and services,"30,146.00"
,2012,Ireland,"Current prices, million euro",External balance - Goods,"36,895.40"
,2012,Ireland,"Current prices, million euro",External balance - Services,"-6,749.40"
,2012,Ireland,"Current prices, million euro",Compensation of employees,"69,607.00"
,2012,Ireland,"Current prices, million euro",Wages and salaries,"59,255.70"
,2012,Ireland,"Current prices, million euro",Employers' social contributions,"10,351.30"
,2012,Ireland,"Current prices, million euro","Operating surplus and mixed income, gross","90,272.20"
,2012,Ireland,"Current prices, million euro",Taxes on production and imports less subsidies,"15,058.60"
,2012,Ireland,"Current prices, million euro",Taxes on production and imports,"18,600.90"
,2012,Ireland,"Current prices, million euro",Subsidies,"3,542.30"
,2012,Ireland,"Current prices, million euro",Taxes less subsidies on products,"15,252.70"
,2012,Ireland,"Current prices, million euro",Taxes on products,"16,341.40"
,2012,Ireland,"Current prices, million euro",Subsidies on products,"1,088.70"
,2012,Ireland,"Current prices, million euro",Statistical discrepancy (production approach),623.3
,2012,Ireland,"Current prices, million euro",Statistical discrepancy (expenditure approach),-623.3
,2012,Ireland,"Current prices, million euro",Statistical discrepancy (income approach),623.3
,2012,Ireland,"Current prices, million euro",Final consumption expenditure and gross capital formation,"146,038.50"
,2012,Ireland,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","333,696.10"
,2012,Greece,"Current prices, million euro",Gross domestic product at market prices,"191,203.90"
,2012,Greece,"Current prices, million euro","Value added, gross","168,979.00"
,2012,Greece,"Current prices, million euro",Final consumption expenditure,"175,231.90"
,2012,Greece,"Current prices, million euro",Final consumption expenditure of general government,"41,564.30"
,2012,Greece,"Current prices, million euro",Individual consumption expenditure of general government,"19,929.30"
,2012,Greece,"Current prices, million euro",Collective consumption expenditure of general government,"21,635.00"
,2012,Greece,"Current prices, million euro",Household and NPISH final consumption expenditure,"133,667.70"
,2012,Greece,"Current prices, million euro",Final consumption expenditure of households,"128,866.20"
,2012,Greece,"Current prices, million euro",Final consumption expenditure of NPISH,"4,801.40"
,2012,Greece,"Current prices, million euro",Actual individual consumption,"153,596.90"
,2012,Greece,"Current prices, million euro",Gross capital formation,"24,480.10"
,2012,Greece,"Current prices, million euro",Gross fixed capital formation,"24,140.00"
,2012,Greece,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,340.1
,2012,Greece,"Current prices, million euro",Changes in inventories,339.3
,2012,Greece,"Current prices, million euro",Acquisitions less disposals of valuables,0.8
,2012,Greece,"Current prices, million euro",Exports of goods and services,"54,844.90"
,2012,Greece,"Current prices, million euro",Exports of goods,"29,931.90"
,2012,Greece,"Current prices, million euro",Exports of services,"24,913.00"
,2012,Greece,"Current prices, million euro",Imports of goods and services,"63,353.10"
,2012,Greece,"Current prices, million euro",Imports of goods,"50,814.70"
,2012,Greece,"Current prices, million euro",Imports of services,"12,538.40"
,2012,Greece,"Current prices, million euro",External balance of goods and services,"-8,508.20"
,2012,Greece,"Current prices, million euro",External balance - Goods,"-20,882.80"
,2012,Greece,"Current prices, million euro",External balance - Services,"12,374.60"
,2012,Greece,"Current prices, million euro",Compensation of employees,"66,080.10"
,2012,Greece,"Current prices, million euro",Wages and salaries,"50,047.50"
,2012,Greece,"Current prices, million euro",Employers' social contributions,"16,032.60"
,2012,Greece,"Current prices, million euro","Operating surplus and mixed income, gross","103,539.00"
,2012,Greece,"Current prices, million euro",Taxes on production and imports less subsidies,"21,584.80"
,2012,Greece,"Current prices, million euro",Taxes on production and imports,"26,023.90"
,2012,Greece,"Current prices, million euro",Subsidies,"4,439.10"
,2012,Greece,"Current prices, million euro",Taxes less subsidies on products,"22,225.00"
,2012,Greece,"Current prices, million euro",Taxes on products,"23,314.90"
,2012,Greece,"Current prices, million euro",Subsidies on products,"1,090.00"
,2012,Greece,"Current prices, million euro",Statistical discrepancy (production approach),:
,2012,Greece,"Current prices, million euro",Statistical discrepancy (expenditure approach),:
,2012,Greece,"Current prices, million euro",Statistical discrepancy (income approach),:
,2012,Greece,"Current prices, million euro",Final consumption expenditure and gross capital formation,"199,712.10"
,2012,Greece,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","254,557.00"
,2012,Spain,"Current prices, million euro",Gross domestic product at market prices,"1,039,815.00"
,2012,Spain,"Current prices, million euro","Value added, gross","953,986.00"
,2012,Spain,"Current prices, million euro",Final consumption expenditure,"816,642.00"
,2012,Spain,"Current prices, million euro",Final consumption expenditure of general government,"205,293.00"
,2012,Spain,"Current prices, million euro",Individual consumption expenditure of general government,"116,863.00"
,2012,Spain,"Current prices, million euro",Collective consumption expenditure of general government,"88,430.00"
,2012,Spain,"Current prices, million euro",Household and NPISH final consumption expenditure,"611,349.00"
,2012,Spain,"Current prices, million euro",Final consumption expenditure of households,"600,532.00"
,2012,Spain,"Current prices, million euro",Final consumption expenditure of NPISH,"10,817.00"
,2012,Spain,"Current prices, million euro",Actual individual consumption,"728,212.00"
,2012,Spain,"Current prices, million euro",Gross capital formation,"207,900.00"
,2012,Spain,"Current prices, million euro",Gross fixed capital formation,"205,839.00"
,2012,Spain,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"2,061.00"
,2012,Spain,"Current prices, million euro",Changes in inventories,"1,825.00"
,2012,Spain,"Current prices, million euro",Acquisitions less disposals of valuables,:
,2012,Spain,"Current prices, million euro",Exports of goods and services,"319,223.00"
,2012,Spain,"Current prices, million euro",Exports of goods,"224,195.00"
,2012,Spain,"Current prices, million euro",Exports of services,"95,028.00"
,2012,Spain,"Current prices, million euro",Imports of goods and services,"303,950.00"
,2012,Spain,"Current prices, million euro",Imports of goods,"253,443.00"
,2012,Spain,"Current prices, million euro",Imports of services,"50,507.00"
,2012,Spain,"Current prices, million euro",External balance of goods and services,"15,273.00"
,2012,Spain,"Current prices, million euro",External balance - Goods,"-29,248.00"
,2012,Spain,"Current prices, million euro",External balance - Services,"44,521.00"
,2012,Spain,"Current prices, million euro",Compensation of employees,"498,790.00"
,2012,Spain,"Current prices, million euro",Wages and salaries,"395,377.00"
,2012,Spain,"Current prices, million euro",Employers' social contributions,"103,413.00"
,2012,Spain,"Current prices, million euro","Operating surplus and mixed income, gross","446,682.00"
,2012,Spain,"Current prices, million euro",Taxes on production and imports less subsidies,"94,343.00"
,2012,Spain,"Current prices, million euro",Taxes on production and imports,"109,997.00"
,2012,Spain,"Current prices, million euro",Subsidies,"15,654.00"
,2012,Spain,"Current prices, million euro",Taxes less subsidies on products,"85,829.00"
,2012,Spain,"Current prices, million euro",Taxes on products,"91,381.00"
,2012,Spain,"Current prices, million euro",Subsidies on products,"5,552.00"
,2012,Spain,"Current prices, million euro",Statistical discrepancy (production approach),0
,2012,Spain,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2012,Spain,"Current prices, million euro",Statistical discrepancy (income approach),0
,2012,Spain,"Current prices, million euro",Final consumption expenditure and gross capital formation,"1,024,542.00"
,2012,Spain,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","1,343,765.00"
,2012,France,"Current prices, million euro",Gross domestic product at market prices,"2,086,929.00"
,2012,France,"Current prices, million euro","Value added, gross","1,873,450.00"
,2012,France,"Current prices, million euro",Final consumption expenditure,"1,659,313.00"
,2012,France,"Current prices, million euro",Final consumption expenditure of general government,"497,584.00"
,2012,France,"Current prices, million euro",Individual consumption expenditure of general government,"320,490.00"
,2012,France,"Current prices, million euro",Collective consumption expenditure of general government,"177,094.00"
,2012,France,"Current prices, million euro",Household and NPISH final consumption expenditure,"1,161,729.00"
,2012,France,"Current prices, million euro",Final consumption expenditure of households,"1,119,646.00"
,2012,France,"Current prices, million euro",Final consumption expenditure of NPISH,"42,083.00"
,2012,France,"Current prices, million euro",Actual individual consumption,"1,482,219.00"
,2012,France,"Current prices, million euro",Gross capital formation,"472,626.00"
,2012,France,"Current prices, million euro",Gross fixed capital formation,"469,106.00"
,2012,France,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"3,520.00"
,2012,France,"Current prices, million euro",Changes in inventories,"2,804.00"
,2012,France,"Current prices, million euro",Acquisitions less disposals of valuables,716
,2012,France,"Current prices, million euro",Exports of goods and services,"595,230.00"
,2012,France,"Current prices, million euro",Exports of goods,"440,063.00"
,2012,France,"Current prices, million euro",Exports of services,"155,167.00"
,2012,France,"Current prices, million euro",Imports of goods and services,"640,240.00"
,2012,France,"Current prices, million euro",Imports of goods,"492,296.00"
,2012,France,"Current prices, million euro",Imports of services,"147,944.00"
,2012,France,"Current prices, million euro",External balance of goods and services,"-45,010.00"
,2012,France,"Current prices, million euro",External balance - Goods,"-52,233.00"
,2012,France,"Current prices, million euro",External balance - Services,"7,223.00"
